trade_id,symbol,direction,entry_date,exit_date,entry_price,exit_price,stop_loss,take_profit,result_r,profit_usd,win,confluence_score,quality_factors
1,GBP_NZD,bearish,2023-01-01 22:00:00+00:00,2023-01-18 22:00:00+00:00,1.91768,1.9377740091475635,1.9394148417388353,1.904639094956699,-0.92,-1109.41,0,15,5
2,NZD_CAD,bearish,2023-01-01 22:00:00+00:00,2023-01-03 22:00:00+00:00,0.86688276,0.8485037684399627,0.8801667819166925,0.8589123468499844,1.38,1660.25,1,14,4
3,NZD_CAD,bearish,2023-01-01 22:00:00+00:00,2023-01-03 22:00:00+00:00,0.865286,0.8445590001799654,0.8802005832083574,0.8563372500749856,1.39,1667.66,1,14,4
4,EUR_JPY,bearish,2023-01-01 22:00:00+00:00,2023-02-14 22:00:00+00:00,140.03824999999998,142.80898093831826,143.06716116664973,138.22090330001012,-0.91,-1097.71,0,14,4
5,CHF_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-12 22:00:00+00:00,141.782886,138.7480049094044,143.94252564624693,140.4871022122518,1.41,1686.33,1,15,5
6,USD_CHF,bullish,2023-01-02 22:00:00+00:00,2023-01-08 22:00:00+00:00,0.93620296,0.9165331759199153,0.9172831759199154,0.9475548304480508,-1.04,-1247.57,0,15,5
7,USD_CAD,bullish,2023-01-02 22:00:00+00:00,2023-01-03 22:00:00+00:00,1.36319808,1.3518831749415958,1.3526331749415959,1.3695370230350425,-1.07,-1285.19,0,15,5
8,EUR_USD,bearish,2023-01-02 22:00:00+00:00,2023-01-11 22:00:00+00:00,1.0540043000000001,1.0789675288660256,1.0782175288660256,1.039476362680385,-1.03,-1237.17,0,15,5
9,EUR_USD,bullish,2023-01-02 22:00:00+00:00,2023-01-12 22:00:00+00:00,1.05663868,1.0863991110477096,1.044789968913511,1.0637479066518936,2.51,3014.04,1,15,5
10,EUR_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-09 22:00:00+00:00,139.59322,141.74064953558124,141.92179251188904,138.19607649286658,-0.92,-1106.65,0,14,4
11,CAD_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-03 22:00:00+00:00,96.751292,98.16957892678688,98.09457892678688,95.94531984392788,-1.06,-1267.0,0,15,5
12,GBP_CHF,bearish,2023-01-02 22:00:00+00:00,2023-01-19 22:00:00+00:00,1.1258235,1.1380133512843704,1.1386772654880566,1.1181112407071663,-0.95,-1138.02,0,15,5
13,CHF_JPY,bearish,2023-01-03 22:00:00+00:00,2023-01-15 22:00:00+00:00,142.271846,137.61871000705094,145.55527377288132,140.3017893362712,1.42,1700.59,1,15,5
14,USD_JPY,bearish,2023-01-03 22:00:00+00:00,2023-01-15 22:00:00+00:00,131.763984,126.86026728405933,135.22142616384767,129.68951870169138,1.42,1701.97,1,15,5
15,EUR_AUD,bullish,2023-01-03 22:00:00+00:00,2023-01-08 22:00:00+00:00,1.56553982,1.544482832906022,1.545232832906022,1.5777240122563867,-1.04,-1244.32,0,15,5
16,USD_CAD,bullish,2023-01-03 22:00:00+00:00,2023-01-04 22:00:00+00:00,1.36044,1.3518420910171962,1.3525920910171962,1.3651487453896824,-1.1,-1314.68,0,15,5
17,NZD_CAD,bullish,2023-01-03 22:00:00+00:00,2023-01-18 22:00:00+00:00,0.84836016,0.8776964386086792,0.8274669109661951,0.860896109420283,1.4,1684.92,1,14,4
18,AUD_CHF,bearish,2023-01-03 22:00:00+00:00,2023-01-08 22:00:00+00:00,0.62974152,0.6405005002014096,0.6397505002014096,0.6237361318791543,-1.07,-1289.92,0,15,5
19,CAD_JPY,bearish,2023-01-03 22:00:00+00:00,2023-01-08 22:00:00+00:00,96.909822,99.08711576730896,99.01211576730896,95.64844573961463,-1.04,-1242.81,0,15,5
20,USD_JPY,bullish,2023-01-04 22:00:00+00:00,2023-01-11 22:00:00+00:00,133.47302,129.01087570499863,129.0858757049986,136.10530657700082,-1.02,-1220.51,0,15,5
21,USD_CAD,bullish,2023-01-04 22:00:00+00:00,2023-01-05 22:00:00+00:00,1.35786192,1.3461547203490127,1.3469047203490128,1.3644362397905923,-1.07,-1282.14,0,15,5
22,USD_CAD,bearish,2023-01-04 22:00:00+00:00,2023-01-09 22:00:00+00:00,1.3571,1.3347186201801455,1.3731634582082322,1.3474619250750606,1.39,1671.97,1,14,4
23,AUD_USD,bullish,2023-01-04 22:00:00+00:00,2023-01-09 22:00:00+00:00,0.673967,0.6899650348305721,0.662336420256547,0.6809453478460717,1.38,1650.62,1,15,5
24,AUD_USD,bullish,2023-01-04 22:00:00+00:00,2023-01-09 22:00:00+00:00,0.67511,0.6928101020209356,0.662297429152128,0.6827975425087232,1.38,1657.76,1,14,4
25,AUD_CAD,bullish,2023-01-04 22:00:00+00:00,2023-01-12 22:00:00+00:00,0.9162,0.9324943301156754,0.9043636596418921,0.9233018042148647,1.38,1651.96,1,14,4
26,XAG_USD,bearish,2023-01-05 00:00:00+00:00,2023-02-02 00:00:00+00:00,23.341060047149657,24.43894316935612,24.43144316935612,22.68683017382578,-1.01,-1208.25,0,15,5
27,EUR_NZD,bearish,2023-01-05 22:00:00+00:00,2023-02-26 22:00:00+00:00,1.67724,1.7211711606740552,1.7204211606740551,1.651331303595567,-1.02,-1220.84,0,15,5
28,USD_CAD,bullish,2023-01-05 22:00:00+00:00,2023-01-08 22:00:00+00:00,1.36319808,1.3434078233770723,1.3441578233770723,1.3746222339737568,-1.04,-1247.27,0,15,5
29,USD_CAD,bearish,2023-01-05 22:00:00+00:00,2023-01-09 22:00:00+00:00,1.36303376,1.3395292217570074,1.3748364550087555,1.3559521429947468,1.99,2389.75,1,14,4
30,AUD_USD,bullish,2023-01-05 22:00:00+00:00,2023-01-09 22:00:00+00:00,0.6731889,0.6925898097033105,0.6633831045239365,0.6790723772856381,1.98,2374.22,1,15,5
31,SPX500_USD,bullish,2023-01-06 00:00:00+00:00,2023-01-13 00:00:00+00:00,3874.5575,4043.3193485722504,3756.8409384914926,3945.1874369051043,1.43,1720.35,1,15,5
32,EUR_NZD,bearish,2023-01-08 22:00:00+00:00,2023-02-16 22:00:00+00:00,1.66802728,1.715711242566224,1.714961242566224,1.6398669024602657,-1.02,-1219.18,0,15,5
33,AUD_JPY,bearish,2023-01-08 22:00:00+00:00,2023-03-13 21:00:00+00:00,91.07997800000001,87.5454796521387,93.58657407490371,89.57602035505779,1.41,1692.09,1,15,5
